"Provincia";"CdMun";"Municipio";"Extensión superficial. 2015";"Altitud sobre el nivel del mar. 2015";"Número de núcleos que componen el municipio. 2014";"Perímetro. 2015";"Coordenadas del núcleo principal. 2015";"Población total. 2014";"Población. Hombres. 2014";"Población. Mujeres. 2014";"Población en núcleos. 2014";"Población en diseminados. 2014";"Porcentaje de población menor de 20 años. 2016";"Porcentaje de población mayor de 65 años. 2014";"Incremento relativo de la población en diez años. 2014";"Número de extranjeros. 2014";"Principal procedencia de los extranjeros residentes. 2014";"Porcentaje que representa respecto total de extranjeros. 2014";"Emigraciones. 2013";"Inmigraciones. 2013";"Nacidos vivos por residencia materna. 2013";"Defunciones por lugar de residencia. 2013";"Matrimonios de distinto sexo por lugar donde fijan la residencia. 2013";"Centros de educación de adultos. 2012";"Bibliotecas públicas. 2012";"Centros de salud. 2012";"Consultorios. 2012";"Viviendas familiares principales. 2011";"Viviendas destinadas a alquiler. 2012";"Viviendas destinadas a la venta. 2012";"Viviendas rehabilitadas. 2012";"Transacciones inmobiliarias. 2013";"Número de pantallas de cine. 2014";"Centros en los que se imparte Educación Infantil. 2012";"Centros en los que se imparte Educación Primaria. 2012";"Centros en los que se imparte Enseñanza Secundaria Obligatoria. 2012";"Centros en los que se imparte Bachillerato. 2012";"Centros  en los que se imparten Ciclos Formativos de Grado Medio. 2012";"Centros  en los que se imparten Ciclos Formativos de Grado Superior. 2012";"Superficie dedicada a cultivos herbáceos. 2013";"Principal cultivo herbáceo de regadío. 2013";"Principal cultivo herbáceo de regadío: Has. 2013";"Principal cultivo herbáceo de secano. 2013";"Principal cultivo herbáceo de secano: Has. 2013";"Superficie dedicada a cultivos leñosos. 2013";"Principal cultivo leñoso de regadío. 2013";"Principal cultivo leñoso de regadío: Has. 2013";"Principal cultivo leñoso de secano. 2013";"Principal cultivo leñoso de secano: Has. 2013";"Sin empleo conocido. 2013";"Hasta 5 asalariados. 2013";"Entre 6 y 19 asalariados. 2013";"De 20 y más asalariados. 2013";"Total establecimientos. 2013";"Vehículos turismos. 2013";"Autorizaciones de transporte: taxis. 2013";"Autorizaciones de transporte: mercancías. 2013";"Autorizaciones de transporte: viajeros. 2013";"Vehiculos matriculados. 2014";"Vehiculos turismos matriculados. 2014";"Hoteles. 2013";"Hostales y pensiones. 2013";"Plazas en hoteles. 2013";"Plazas en hostales y pensiones. 2013";"Actividad 1. 2013";"Actividad 2. 2013";"Actividad 3. 2013";"Actividad 4. 2013";"Actividad 5. 2013";"Inversiones realizadas en nuevas industrias. 2012";"Oficinas bancarias. 2013";"Consumo de energía eléctrica (Endesa). 2013";"Consumo de energía eléctrica residencial (Endesa). 2013";"Líneas telefónicas. 2013";"Líneas ADSL en servicio. 2013";"Paro registrado. Mujeres. 2013";"Paro registrado. Hombres. 2013";"Paro registrado. Extranjeros. 2013";"Contratos registrados. Mujeres. 2013";"Contratos registrados. Hombres. 2013";"Contratos registrados. Indefinidos. 2013";"Contratos registrados.Temporales. 2013";"Contratos registrados. Extranjeros. 2013";"Trabajadores eventuales agrarios subsidiados. Mujeres. 2013";"Trabajadores eventuales agrarios subsidiados. Hombres. 2013";"Presupuesto liquidado de ingresos. 2013";"Presupuesto liquidado de gastos. 2013";"Ingresos por habitante. 2013";"Gastos por habitante. 2013";"IBI de naturaleza urbana. Número de recibos. 2013";"IBI de naturaleza rústica. Número titulares catastrales. 2014";"Número de parcelas catastrales: Solares. 2013";"Número de parcelas catastrales: Parcelas edificadas. 2013";"Número de declaraciones. 2012";"Rentas del trabajo. 2012";"Rentas netas de actividades económicas en estimación directa. 2012";"Rentas netas de actividades económicas en estimación objetiva. 2012";"Otro tipo de rentas. 2012";"Renta neta media declarada. 2012";"Situaciones de alta en actividades empresariales. 2013";"Situaciones de alta en actividades profesionales. 2013";"Situaciones de alta en actividades artísticas. 2013"
"Málaga";"29030";"Borge (El) ";24,4;243;1;38641,42;"36.814599,-4.23506";963;495;468;812;151;15,47;23,16;-0,31;31;"Reino Unido";58,06;31;22;2;10;2;0;1;0;1;458;0;0;0;2;0;2;1;1;0;0;0;96;"Patata temprana";17;"Avena ";17;949;"Aguacate";45;"Viñedo de uva para pasas";379;27;12;3;0;42;378;0;10;0;6;5;1;0;11;0;"Sección G: 16 establecimientos";"Sección I: 7 establecimientos";"Sección C: 5 establecimientos";"Sección F: 3 establecimientos";"Sección L: 2 establecimientos";0;1;1484;1120;119;38;33;89;2;181;203;1;383;11;81;31;1270977,94;1496548,21;1291,64;1052,42;590;1073;62;502;362;1997080,87;114659,11;312328,16;88411,33;6940,55;59;2;0
"Málaga";"29031";"Burgo (El) ";118,4;577;1;56452,27;"36.790196,-4.94831";1922;966;956;1715;207;15,66;20,29;-7,1;37;"Reino Unido";45,95;43;42;15;28;4;0;1;0;1;766;0;0;1;5;0;1;1;1;0;0;0;369;"Tomate ";5;"Cardo y otros forrajes varios";90;1878;"Olivar aceituna de aceite ";23;"Olivar aceituna de aceite ";1567;48;32;6;0;86;777;0;6;0;9;8;2;1;60;20;"Sección G: 27 establecimientos";"Sección I: 18 establecimientos";"Sección F: 9 establecimientos";"Sección C: 8 establecimientos";"Sección L: 5 establecimientos";0;2;3245;1984;507;200;119;137;2;276;866;3;1139;135;97;60;2003416,33;1548048,42;1028,98;1088,64;1231;998;83;1054;704;4837089,79;278165,8;487889,77;207825,31;8254,22;155;3;2
"Málaga";"29032";"Campillos ";187,8;460;1;77669,06;"37.047279,-4.86398";8570;4285;4285;8468;102;21,63;16,42;8,17;281;"Reino Unido";27,05;280;175;83;72;27;1;1;1;0;3222;0;1;5;31;0;3;2;3;2;1;0;5375;"Girasol ";42;"Cebada ";1643;6239;"Olivar aceituna de aceite ";1068;"Olivar aceituna de aceite ";4960;290;246;33;12;581;3478;2;152;10;106;72;1;1;21;43;"Sección G: 204 establecimientos";"Sección C: 56 establecimientos";"Sección M: 55 establecimientos";"Sección F: 50 establecimientos";"Sección I: 48 establecimientos";3820181;6;36894;15788;3073;1362;524;485;33;1870;4096;61;5905;135;217;51;8511487,74;7650143,2;980,93;5379,85;6618;1479;1175;3192;3129;34686132,95;2045589,79;1782533,5;1378907,52;12749,49;976;97;0
"Málaga";"29033";"Canillas de Aceituno ";42;658;8;30569,44;"36.875117,-4.08499";1746;914;832;1344;402;14,38;27,78;-19,05;385;"Reino Unido";55,84;87;55;12;17;8;0;1;0;1;860;0;0;0;13;0;2;1;1;0;0;0;109;"Patata media estación";14;"-";0;869;"Aguacate";156;"Olivar aceituna de aceite ";431;57;22;10;0;89;760;1;8;1;13;12;0;0;0;0;"Sección G: 25 establecimientos";"Sección F: 17 establecimientos";"Sección C: 9 establecimientos";"Sección I: 9 establecimientos";"Sección K: 7 establecimientos";0;2;3798;2601;399;127;41;150;12;234;144;9;369;16;62;16;2292550,48;2180303,96;1238,55;1533,27;1560;2996;222;1118;617;4015196,78;315659,57;"se";"se";8006,77;117;11;2
"Málaga";"29034";"Canillas de Albaida ";33,2;579;1;34771,17;"36.845837,-3.98624";875;451;424;635;240;13,83;27,77;12,61;321;"Reino Unido";70,09;23;37;4;7;1;0;1;0;1;399;0;0;1;6;0;1;0;0;0;0;0;87;"Maíz forrajero ";12;"-";0;458;"Aguacate";38;"Olivar aceituna de aceite ";237;23;12;2;0;37;369;2;7;2;11;8;2;1;31;17;"Sección G: 15 establecimientos";"Sección I: 7 establecimientos";"Sección F: 4 establecimientos";"Sección C: 2 establecimientos";"Sección H: 2 establecimientos";0;1;2163;1515;302;113;32;46;18;143;132;3;272;14;20;13;1386428,04;1370262,69;1416,17;963,62;620;1089;67;510;293;2001910,01;129647,95;"se";"se";8062,59;61;6;0
"Málaga";"29035";"Cañete la Real ";165,2;736;1;68152,38;"36.952058,-5.02437";1768;891;877;1659;109;11,65;23,76;-15,16;19;"Marruecos";31,58;54;28;6;29;6;0;1;0;1;757;0;0;3;7;0;1;1;1;0;0;0;6496;"Trigo ";81;"Trigo ";2788;2052;"Nogal";5;"Olivar aceituna de aceite ";2002;52;31;8;2;93;952;2;45;8;24;20;0;0;0;0;"Sección G: 27 establecimientos";"Sección I: 17 establecimientos";"Sección F: 10 establecimientos";"Sección C: 8 establecimientos";"Sección H: 7 establecimientos";0;2;6327;3017;668;254;83;122;3;385;702;8;1079;14;94;51;2271103,36;1497252,43;1253,37;1052,92;1432;1309;239;1172;687;5362396,72;319598,19;642835,61;176112,11;9462,8;146;7;0
"Málaga";"29036";"Carratraca ";22,4;530;1;20323,22;"36.849934,-4.82183";793;403;390;633;160;15,76;23,58;-5,48;39;"Rumanía";38,46;33;18;1;8;;0;1;0;1;321;0;0;1;0;0;1;1;0;0;0;0;93;"Trigo ";8;"Haba, guisante, altramuz, alholva, algarrobas y otros";20;217;"Naranjo ";34;"Almendro";68;18;20;3;1;42;373;0;5;0;10;9;1;1;81;48;"Sección G: 13 establecimientos";"Sección I: 10 establecimientos";"Sección F: 7 establecimientos";"Sección S: 3 establecimientos";"Sección C: 2 establecimientos";0;2;1761;956;264;103;40;74;5;125;200;11;314;15;19;6;1191412,76;1126332,97;1460,06;792,08;511;555;48;412;250;2014469,97;1029,65;102193,08;107451,74;8900,58;55;1;0
"Málaga";"29037";"Cartajima ";21,5;852;1;22677,05;"36.646026,-5.15434";252;127;125;248;4;12,3;25,79;0,8;18;"Reino Unido";44,44;17;23;1;3;;0;0;0;0;122;0;0;1;2;0;0;0;0;0;0;0;4;"Pimiento ";1;"Cardo y otros forrajes varios";2;416;"-";0;"Morera y otros ";346;8;5;2;0;15;111;0;6;0;3;2;1;0;13;0;"Sección G: 4 establecimientos";"Sección I: 4 establecimientos";"Sección C: 1 establecimientos";"Sección F: 1 establecimientos";"Sección H: 1 establecimientos";0;0;0;0;77;24;7;15;2;60;140;2;198;3;2;6;695583,88;677229,1;2782,34;476,25;302;264;42;243;78;595166,1;68165,48;"se";"se";9096,9;17;2;1
"Málaga";"29038";"Cártama ";105,1;113;11;68635,12;"36.712102,-4.63057";24328;12376;11952;20465;3863;25,32;11,04;56,71;1814;"Reino Unido";29,16;1165;1418;340;132;122;1;3;1;1;8390;19;1;9;85;0;13;7;3;1;1;0;709;"Cereales de invierno para forrajes";63;"Veza para forraje  ";125;2760;"Limonero ";1195;"Almendro";285;610;362;56;26;1054;9250;9;184;9;261;164;1;2;57;35;"Sección G: 330 establecimientos";"Sección F: 152 establecimientos";"Sección H: 110 establecimientos";"Sección I: 109 establecimientos";"Sección C: 61 establecimientos";0;11;93797;54961;5391;2541;1776;1661;138;1396;2320;149;3567;197;160;46;16482647,22;14470591,2;679,92;10176,22;16692;6208;1237;8107;8364;97238410,35;2934445,32;4171121,51;2627188,55;12789,47;1636;171;3
"Málaga";"29039";"Casabermeja ";67,3;559;1;38426,29;"36.893858,-4.42764";3498;1857;1641;2778;720;18,21;19,07;11,86;265;"Rumanía";33,21;182;110;33;40;7;0;1;0;1;1352;0;0;4;8;0;2;1;1;0;0;0;762;"Otras hortalizas ";6;"Trigo ";410;2595;"Aguacate";4;"Almendro";1700;113;81;18;2;214;1596;5;38;5;45;34;3;4;64;51;"Sección G: 50 establecimientos";"Sección F: 33 establecimientos";"Sección H: 29 establecimientos";"Sección I: 28 establecimientos";"Sección C: 20 establecimientos";0;2;8970;5228;1113;516;171;249;15;493;498;26;965;38;44;16;3421440,83;3018679,4;937,12;2122,84;3330;2477;682;2122;1190;12521371,63;388255,33;738393,32;501520,6;11890,37;316;28;0
"Málaga";"29040";"Casarabonela ";113,7;487;1;61920,06;"36.786195,-4.84218";2592;1364;1228;1812;780;17,71;23,07;4,05;281;"Reino Unido";53,74;115;96;19;30;4;0;1;0;1;1065;0;0;3;8;0;1;1;1;0;0;0;1141;"Haba verde ";10;"Trigo ";414;2157;"Naranjo ";145;"Olivar aceituna de aceite ";1045;94;53;9;3;159;1116;3;25;3;27;14;4;0;92;0;"Sección G: 42 establecimientos";"Sección F: 33 establecimientos";"Sección C: 17 establecimientos";"Sección I: 16 establecimientos";"Sección M: 8 establecimientos";0;2;5852;3404;794;327;122;183;9;236;448;17;667;12;23;15;3104414,5;2488499,74;1154,06;1750;1629;1756;139;1001;941;8408651,78;222459,77;542136,05;259429,51;10024,1;232;16;0
"Málaga";"29041";"Casares ";162,4;360;3;64658,25;"36.443373,-5.26922";5744;2968;2776;5103;641;21,83;15,95;49,35;1932;"Reino Unido";54,76;286;538;54;37;13;0;1;0;1;2022;0;0;2;185;0;4;2;1;0;0;0;702;"Alfalfa ";40;"Trigo ";110;1043;"Naranjo ";496;"Viñedo de uva de mesa";68;168;86;18;10;282;2279;7;18;15;102;76;3;1;200;15;"Sección F: 60 establecimientos";"Sección G: 55 establecimientos";"Sección I: 43 establecimientos";"Sección L: 23 establecimientos";"Sección C: 20 establecimientos";0;2;25127;13477;3129;1475;252;235;76;566;913;105;1360;216;3;0;13680905,51;10912752,59;2377,63;7674,23;11501;1415;1451;2673;1603;19212883,94;987917,12;604210;591549,62;13347,82;453;43;2
"Málaga";"29042";"Coín ";127,4;212;5;58941,52;"36.659640,-4.75660";21553;10886;10667;18308;3245;23,82;15,06;11,7;3818;"Reino Unido";35,75;795;786;234;172;55;1;1;1;0;7461;0;0;10;150;7;8;5;3;3;1;2;1256;"Melón ";25;"Trigo ";487;2194;"Naranjo ";516;"Olivar aceituna de aceite ";404;786;521;97;29;1433;9033;8;152;25;338;223;3;2;97;54;"Sección G: 412 establecimientos";"Sección F: 226 establecimientos";"Sección M: 129 establecimientos";"Sección C: 124 establecimientos";"Sección I: 121 establecimientos";171494;11;62942;31633;5053;1973;1529;1664;468;1488;2584;241;3831;554;10;6;24699591,85;18334564,4;1096,01;12893,51;18206;6344;1420;8107;7100;77782951,07;3698402,78;2644068,57;3884328,7;12395,74;1974;274;3
"Málaga";"29043";"Colmenar ";66;673;1;48513,08;"36.904684,-4.33829";3486;1772;1714;2966;520;20,45;19,56;9,04;370;"Reino Unido";39,46;132;131;36;31;5;0;1;1;0;1321;0;0;4;14;0;2;1;1;0;0;0;477;"Berza ";1;"Trigo ";170;3220;"Membrillo";3;"Olivar aceituna de aceite ";1871;137;82;19;2;240;3194;3;67;14;41;35;5;1;118;72;"Sección G: 88 establecimientos";"Sección C: 34 establecimientos";"Sección F: 25 establecimientos";"Sección I: 20 establecimientos";"Sección H: 19 establecimientos";0;2;7796;4098;1099;434;170;271;25;547;937;37;1447;183;78;30;3181490,01;3325059,56;887,94;2338,3;2429;1908;772;1536;1140;9262168,42;470504,54;1004849,25;573564,47;9922,01;384;19;0
"Málaga";"29044";"Comares ";25,5;702;18;24167,18;"36.849130,-4.24829";1435;769;666;827;608;11,99;30,45;1,13;490;"Reino Unido";74,49;52;58;4;16;1;0;1;0;1;731;0;0;0;8;0;1;1;1;0;0;0;79;"Maíz ";9;"Cereales de invierno para forrajes";16;1386;"Naranjo ";30;"Olivar aceituna de aceite ";824;32;18;4;0;54;651;3;9;9;19;16;1;1;12;0;"Sección I: 11 establecimientos";"Sección F: 10 establecimientos";"Sección G: 10 establecimientos";"Sección L: 5 establecimientos";"Sección H: 4 establecimientos";0;2;4001;2449;261;43;17;71;8;180;206;3;383;27;34;31;1996892,9;1743582,24;1261,46;1226,15;437;2166;32;377;379;2081298,87;214544,7;371104,95;143727,56;7416,03;77;7;0
"Málaga";"29045";"Cómpeta ";54,2;637;1;51162,58;"36.833737,-3.97422";3459;1742;1717;2358;1101;16,22;26,48;2,82;1340;"Reino Unido";58,21;117;135;21;29;11;0;1;0;1;1491;0;0;3;62;0;2;1;1;0;0;0;87;"Patata media estación";16;"Maíz ";2;673;"Aguacate";146;"Olivar aceituna de aceite ";300;168;75;9;1;253;1666;4;27;20;62;42;2;2;74;23;"Sección G: 68 establecimientos";"Sección F: 39 establecimientos";"Sección I: 29 establecimientos";"Sección L: 25 establecimientos";"Sección C: 18 establecimientos";0;3;10698;6335;1286;499;123;222;41;398;364;17;745;59;56;20;3972201,87;3215677,87;1022,45;2261,38;2398;2524;112;1527;1145;8230789,26;899890,78;671551,96;869356,01;9320,16;387;38;1
"Málaga";"29046";"Cortes de la Frontera ";175,9;618;3;90854,84;"36.616329,-5.34375";3357;1721;1636;3238;119;18,8;18,95;-5,65;151;"Reino Unido";51,66;86;78;25;45;5;0;3;0;1;1353;0;0;4;16;0;5;3;2;1;1;0;8;"Tomate ";2;"Ajo ";2;439;"Nogal";19;"Olivar aceituna de aceite ";410;109;45;15;1;170;1306;1;10;1;20;15;3;1;104;16;"Sección G: 59 establecimientos";"Sección I: 28 establecimientos";"Sección C: 21 establecimientos";"Sección F: 17 establecimientos";"Sección M: 11 establecimientos";0;4;6731;3656;899;378;297;289;14;327;635;12;948;23;8;20;4475858,04;3812158,78;1293,23;2680,84;2456;949;325;1702;1243;10377735,36;597309,34;413870,08;437960,48;9514,78;289;20;0
"Málaga";"29047";"Cuevas Bajas ";16,5;313;1;27678,44;"37.234229,-4.48643";1431;702;729;1387;44;22,01;18,73;-1,99;26;"Rumanía";50;49;33;14;19;2;0;1;0;1;568;0;0;2;2;0;3;2;1;0;0;0;61;"Trigo ";7;"Cereales de invierno para forrajes";18;1307;"Olivar aceituna de aceite ";152;"Olivar aceituna de aceite ";1152;52;21;8;1;82;592;0;10;6;12;10;0;0;0;0;"Sección G: 26 establecimientos";"Sección F: 14 establecimientos";"Sección C: 12 establecimientos";"Sección I: 8 establecimientos";"Sección M: 4 establecimientos";792635;1;2825;1672;461;190;51;86;5;331;850;9;1172;77;53;14;1936920,64;1514762,42;1334,89;1065,23;1098;613;150;858;548;3884780,53;112519,23;575293;207667,43;8723,1;120;7;0
"Málaga";"29049";"Cuevas de San Marcos ";37;413;2;29789,6;"37.267404,-4.41403";3951;1983;1968;3698;253;18,88;19,13;-0,55;348;"Rumanía";59,77;97;54;29;47;3;0;1;0;1;1567;0;0;4;12;0;2;1;1;0;0;0;8;"Avena ";4;"Avena ";2;2371;"Olivar aceituna de aceite ";104;"Olivar aceituna de aceite ";2248;111;76;10;3;200;1642;3;13;3;32;23;0;2;0;24;"Sección G: 83 establecimientos";"Sección C: 29 establecimientos";"Sección F: 26 establecimientos";"Sección I: 14 establecimientos";"Sección M: 9 establecimientos";0;1;260;148;1035;419;120;192;14;864;1794;13;2645;199;174;70;3809971,88;3102805,27;945,64;2182;2352;2078;180;1893;1559;10798969,13;506673,65;1695491,05;574977,36;8708,22;317;19;0
"Málaga";"29048";"Cuevas del Becerro ";16;732;1;27257,21;"36.874626,-5.04548";1670;825;845;1653;17;14,43;25,69;-10,74;26;"Chile";11,54;36;25;13;27;9;0;1;0;1;734;0;0;2;7;0;1;1;1;0;0;0;572;"Trigo ";14;"Trigo ";211;407;"Olivar aceituna de aceite ";28;"Olivar aceituna de aceite ";369;54;20;5;0;79;596;2;2;2;9;9;0;0;0;0;"Sección G: 21 establecimientos";"Sección I: 21 establecimientos";"Sección F: 11 establecimientos";"Sección C: 5 establecimientos";"Sección K: 5 establecimientos";0;2;10619;5875;494;213;88;128;5;388;568;4;952;18;82;32;2084140,99;1778145,26;1223,09;1250,45;1375;457;147;1063;646;4078271,22;269836,98;554801,83;150367,9;7822,41;114;12;1
"Málaga";"29050";"Cútar ";19,4;325;3;32770,37;"36.831076,-4.22826";635;321;314;393;242;12,91;28,03;-0,31;123;"Reino Unido";82,93;29;34;5;12;;0;1;0;0;279;0;0;1;2;0;1;1;0;0;0;0;98;"Tomate ";13;"Haba seca ";10;808;"Aguacate";94;"Olivar aceituna de aceite ";436;9;4;1;0;14;241;0;2;0;11;7;0;0;0;0;"Sección G: 5 establecimientos";"Sección F: 4 establecimientos";"Sección I: 1 establecimientos";"Sección K: 1 establecimientos";"Sección P: 1 establecimientos";0;0;1900;792;167;40;15;37;2;110;105;3;212;15;28;10;875332,71;704992,38;1324,26;495,78;401;1333;54;339;206;1194469,52;31913,81;"se";"se";7496,27;17;3;0
"Málaga";"29051";"Estepona ";137,5;16;17;66729,69;"36.429079,-5.14675";66566;33092;33474;64362;2204;22,74;14,68;31,85;16676;"Reino Unido";29,08;3075;3366;672;390;190;1;2;2;1;24280;3;0;11;1669;0;22;14;6;3;2;2;421;"Otros cultivos industriales ";20;"Praderas polifitas";85;640;"Limonero ";190;"Almendro";50;2912;1697;289;98;4996;30365;80;266;125;1360;1022;23;7;6710;170;"Sección G: 1.262 establecimientos";"Sección F: 667 establecimientos";"Sección I: 590 establecimientos";"Sección M: 574 establecimientos";"Sección L: 419 establecimientos";154626;33;250627;141794;25749;10351;3824;3741;1338;6128;8460;1134;13447;2690;7;1;116329920,43;79018938,24;1711,09;55568,87;73880;3958;2741;9027;22679;290950186,52;17228751,67;6128838,78;17438155,04;14627,89;7045;1147;35
"Málaga";"29052";"Faraján ";20,4;641;1;25562,71;"36.616162,-5.18855";253;123;130;232;21;14,23;31,23;0;14;"Reino Unido";42,86;10;15;1;7;;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;4;"Pimiento ";1;"Cereales de invierno para forrajes";2;238;"Naranjo ";2;"Morera y otros ";196;4;2;3;1;10;109;0;1;0;1;1;0;0;0;0;"Sección G: 4 establecimientos";"Sección I: 2 establecimientos";"Sección Q: 2 establecimientos";"Sección C: 1 establecimientos";"Sección F: 1 establecimientos";0;0;0;0;88;27;8;8;1;136;103;3;236;7;5;2;863147,67;802313,43;3508,73;564,21;264;247;17;236;81;630249,43;52947,81;"se";"se";8976,7;14;1;0
"Málaga";"29053";"Frigiliana ";40,5;319;3;32914,32;"36.791701,-3.89721";3093;1547;1546;2533;560;18,66;21,63;26,19;1022;"Reino Unido";47,26;154;233;29;29;4;0;1;0;1;1281;0;0;0;42;0;2;1;1;0;0;0;48;"Patata extratemprana";20;"-";0;711;"Aguacate";236;"Olivar aceituna de aceite ";265;141;91;8;0;240;1321;4;15;9;96;54;4;1;146;13;"Sección G: 64 establecimientos";"Sección I: 50 establecimientos";"Sección F: 33 establecimientos";"Sección L: 27 establecimientos";"Sección M: 13 establecimientos";0;3;11971;7248;1530;699;163;175;51;469;605;36;1038;187;8;6;3878431,04;3620379,29;1142,4;2545,98;3875;1916;190;2211;1177;8369853,72;1008259,6;1003137,58;1146517,84;9794,2;357;39;1
"Málaga";"29054";"Fuengirola ";10,4;4;1;23882,36;"36.541281,-4.62493";75856;37161;38695;75856;0;18,04;20,49;28,66;26073;"Reino Unido";20,41;4468;5905;577;446;182;1;3;2;0;28416;9;0;22;997;20;27;13;8;4;3;3;0;"-";0;"-";0;0;"-";0;"-";0;3796;2414;377;110;6697;31699;109;83;160;1564;1033;23;19;7233;811;"Sección G: 1.739 establecimientos";"Sección I: 932 establecimientos";"Sección M: 859 establecimientos";"Sección F: 631 establecimientos";"Sección L: 569 establecimientos";0;46;247674;125231;24058;8810;4248;3774;1727;11678;10310;1661;20323;5477;14;3;93954845,79;72142826,75;1213,93;50733,35;77661;2;961;6173;22456;287709184,71;20888945,61;8134125,66;27656039,89;15336,14;9394;1558;37
"Málaga";"29055";"Fuente de Piedra ";90,6;441;2;39711,53;"37.134826,-4.72816";2612;1327;1285;2545;67;20,21;19,41;26,37;393;"Reino Unido";65,39;215;185;12;18;3;0;1;0;1;1005;0;0;1;19;0;2;1;1;0;0;0;1789;"Avena ";127;"Girasol ";552;4426;"Olivar aceituna de aceite ";1008;"Olivar aceituna de aceite ";3283;96;58;20;4;178;1157;0;30;0;32;21;1;1;17;14;"Sección G: 65 establecimientos";"Sección C: 25 establecimientos";"Sección F: 19 establecimientos";"Sección I: 16 establecimientos";"Sección L: 10 establecimientos";0;2;17210;3934;796;357;97;113;17;906;1877;34;2749;102;58;22;3205602,43;2779134,31;1172,92;1954,38;2154;762;474;1399;865;9195646,01;487468,93;588853,81;412806,86;12352,34;289;19;0
"Málaga";"29056";"Gaucín ";98,2;620;1;41590,66;"36.517865,-5.31632";1671;881;790;1429;242;17,95;24,48;-8,09;296;"Reino Unido";51,69;51;76;15;18;5;0;1;0;1;675;0;0;2;8;0;1;1;1;0;0;0;205;"Tomate ";5;"Cereales de invierno para forrajes";115;631;"Naranjo ";30;"Algarrobo ";351;72;31;10;0;113;800;2;11;2;22;18;3;3;81;31;"Sección I: 33 establecimientos";"Sección G: 23 establecimientos";"Sección F: 18 establecimientos";"Sección M: 8 establecimientos";"Sección L: 7 establecimientos";0;3;0;0;704;272;85;102;15;161;327;20;468;22;4;11;2764956,65;2214813,49;1678,78;1557,53;1356;892;101;1122;521;3808388,8;299039,44;217199,65;391632,64;9052,32;208;20;0
"Málaga";"29057";"Genalguacil ";31,9;515;1;30097,12;"36.545355,-5.23560";437;220;217;376;61;10,53;32,04;-19,52;39;"Reino Unido";33,33;34;15;1;6;;0;1;0;0;235;0;0;0;1;0;0;0;0;0;0;0;10;"Tomate ";2;"Cebolla ";1;420;"Naranjo ";8;"Morera y otros ";350;17;6;3;1;27;173;0;0;0;3;3;0;1;0;12;"Sección I: 9 establecimientos";"Sección G: 4 establecimientos";"Sección F: 3 establecimientos";"Sección Q: 2 establecimientos";"Sección C: 1 establecimientos";0;1;0;0;135;32;22;16;4;44;93;2;135;5;1;16;1142663,39;790551,42;2289,91;555,94;487;813;24;332;110;773467,46;167315,78;81174,26;41457,72;9667,41;35;5;0
"Málaga";"29058";"Guaro ";22,4;343;1;20489,1;"36.658359,-4.83718";2143;1076;1067;1737;406;18,34;26,36;4,74;326;"Reino Unido";48,47;93;89;21;28;8;0;1;0;1;783;0;0;3;10;0;2;1;1;0;0;0;55;"Cebolla ";4;"Trigo ";10;789;"Naranjo ";80;"Olivar aceituna de aceite ";438;63;20;4;2;89;922;0;3;0;18;16;0;2;0;27;"Sección G: 24 establecimientos";"Sección F: 15 establecimientos";"Sección I: 15 establecimientos";"Sección N: 6 establecimientos";"Sección C: 5 establecimientos";0;2;4679;2333;549;222;105;151;18;141;129;2;268;11;8;4;2320518,22;2354323,58;1015,99;1655,64;1772;1579;198;1405;650;5243738,95;271402,41;187894,92;223305,24;9117,45;131;9;2
"Málaga";"29059";"Humilladero ";34,7;447;2;43323,33;"37.114380,-4.70351";3377;1702;1675;3336;41;22,45;15,55;20,74;101;"Reino Unido";29,7;127;114;31;26;9;0;2;0;1;1284;0;0;3;7;0;2;1;1;0;0;0;440;"Trigo ";59;"Trigo ";78;2531;"Olivar aceituna de aceite ";1067;"Olivar aceituna de aceite ";1444;118;56;14;4;192;1576;2;38;2;41;33;0;0;0;0;"Sección G: 68 establecimientos";"Sección I: 24 establecimientos";"Sección F: 23 establecimientos";"Sección C: 19 establecimientos";"Sección S: 12 establecimientos";0;2;14081;4549;503;204;143;215;15;663;1258;15;1906;82;172;69;3352021,02;3197169,68;977,27;2248,36;2638;366;817;1665;1151;10111307,5;594146,1;933628,53;487730,67;10535,89;287;20;0
"Málaga";"29060";"Igualeja ";43,9;729;1;29670,07;"36.631213,-5.12005";811;411;400;811;0;13,44;26,02;-19,78;6;"Rumanía";66,67;32;32;4;11;1;0;1;0;1;394;0;0;1;1;0;1;1;0;0;0;0;14;"Tomate ";4;"Cereales de invierno para forrajes";3;950;"-";0;"Morera y otros ";905;26;9;5;0;40;359;0;3;0;12;8;0;1;0;7;"Sección G: 10 establecimientos";"Sección I: 8 establecimientos";"Sección F: 5 establecimientos";"Sección L: 4 establecimientos";"Sección C: 3 establecimientos";0;1;0;0;275;98;24;43;0;513;1362;5;1870;159;37;8;1053142,66;1048339,38;1279,64;737,23;674;568;43;572;302;2058209,49;72637,91;302634,16;150701,14;8556,9;44;3;0
