"Provincia";"CdMun";"Municipio";"Extensión superficial. 2015";"Altitud sobre el nivel del mar. 2015";"Número de núcleos que componen el municipio. 2014";"Perímetro. 2015";"Coordenadas del núcleo principal. 2015";"Población total. 2014";"Población. Hombres. 2014";"Población. Mujeres. 2014";"Población en núcleos. 2014";"Población en diseminados. 2014";"Porcentaje de población menor de 20 años. 2016";"Porcentaje de población mayor de 65 años. 2014";"Incremento relativo de la población en diez años. 2014";"Número de extranjeros. 2014";"Principal procedencia de los extranjeros residentes. 2014";"Porcentaje que representa respecto total de extranjeros. 2014";"Emigraciones. 2013";"Inmigraciones. 2013";"Nacidos vivos por residencia materna. 2013";"Defunciones por lugar de residencia. 2013";"Matrimonios de distinto sexo por lugar donde fijan la residencia. 2013";"Centros de educación de adultos. 2012";"Bibliotecas públicas. 2012";"Centros de salud. 2012";"Consultorios. 2012";"Viviendas familiares principales. 2011";"Viviendas destinadas a alquiler. 2012";"Viviendas destinadas a la venta. 2012";"Viviendas rehabilitadas. 2012";"Transacciones inmobiliarias. 2013";"Número de pantallas de cine. 2014";"Centros en los que se imparte Educación Infantil. 2012";"Centros en los que se imparte Educación Primaria. 2012";"Centros en los que se imparte Enseñanza Secundaria Obligatoria. 2012";"Centros en los que se imparte Bachillerato. 2012";"Centros  en los que se imparten Ciclos Formativos de Grado Medio. 2012";"Centros  en los que se imparten Ciclos Formativos de Grado Superior. 2012";"Superficie dedicada a cultivos herbáceos. 2013";"Principal cultivo herbáceo de regadío. 2013";"Principal cultivo herbáceo de regadío: Has. 2013";"Principal cultivo herbáceo de secano. 2013";"Principal cultivo herbáceo de secano: Has. 2013";"Superficie dedicada a cultivos leñosos. 2013";"Principal cultivo leñoso de regadío. 2013";"Principal cultivo leñoso de regadío: Has. 2013";"Principal cultivo leñoso de secano. 2013";"Principal cultivo leñoso de secano: Has. 2013";"Sin empleo conocido. 2013";"Hasta 5 asalariados. 2013";"Entre 6 y 19 asalariados. 2013";"De 20 y más asalariados. 2013";"Total establecimientos. 2013";"Vehículos turismos. 2013";"Autorizaciones de transporte: taxis. 2013";"Autorizaciones de transporte: mercancías. 2013";"Autorizaciones de transporte: viajeros. 2013";"Vehiculos matriculados. 2014";"Vehiculos turismos matriculados. 2014";"Hoteles. 2013";"Hostales y pensiones. 2013";"Plazas en hoteles. 2013";"Plazas en hostales y pensiones. 2013";"Actividad 1. 2013";"Actividad 2. 2013";"Actividad 3. 2013";"Actividad 4. 2013";"Actividad 5. 2013";"Inversiones realizadas en nuevas industrias. 2012";"Oficinas bancarias. 2013";"Consumo de energía eléctrica (Endesa). 2013";"Consumo de energía eléctrica residencial (Endesa). 2013";"Líneas telefónicas. 2013";"Líneas ADSL en servicio. 2013";"Paro registrado. Mujeres. 2013";"Paro registrado. Hombres. 2013";"Paro registrado. Extranjeros. 2013";"Contratos registrados. Mujeres. 2013";"Contratos registrados. Hombres. 2013";"Contratos registrados. Indefinidos. 2013";"Contratos registrados.Temporales. 2013";"Contratos registrados. Extranjeros. 2013";"Trabajadores eventuales agrarios subsidiados. Mujeres. 2013";"Trabajadores eventuales agrarios subsidiados. Hombres. 2013";"Presupuesto liquidado de ingresos. 2013";"Presupuesto liquidado de gastos. 2013";"Ingresos por habitante. 2013";"Gastos por habitante. 2013";"IBI de naturaleza urbana. Número de recibos. 2013";"IBI de naturaleza rústica. Número titulares catastrales. 2014";"Número de parcelas catastrales: Solares. 2013";"Número de parcelas catastrales: Parcelas edificadas. 2013";"Número de declaraciones. 2012";"Rentas del trabajo. 2012";"Rentas netas de actividades económicas en estimación directa. 2012";"Rentas netas de actividades económicas en estimación objetiva. 2012";"Otro tipo de rentas. 2012";"Renta neta media declarada. 2012";"Situaciones de alta en actividades empresariales. 2013";"Situaciones de alta en actividades profesionales. 2013";"Situaciones de alta en actividades artísticas. 2013"
"Almería";"04001";"Abla ";45,2;844;3;46584,84;"37.141149,-2.78013";1426;744;682;1384;42;15,64;24,68;-3,78;158;"Rumanía";80,38;55;43;4;20;2;0;0;1;0;597;0;0;10;2;0;2;1;1;0;0;0;15;"Judía verde ";3;"-";0;523;"Olivar aceituna de aceite ";131;"Almendro";341;44;20;8;0;72;655;1;10;1;15;9;0;1;0;8;"Sección G: 25 establecimientos";"Sección F: 11 establecimientos";"Sección I: 9 establecimientos";"Sección C: 7 establecimientos";"Sección L: 5 establecimientos";0;2;3790;1767;484;175;49;76;14;135;194;12;317;39;34;12;2062592,09;1971505,31;1450,49;1386,43;1378;1200;202;983;500;3920261,22;226503,6;137002,27;196552,01;8960,64;127;3;0
"Almería";"04002";"Abrucena ";83,7;973;4;58590,69;"37.131338,-2.79933";1262;649;613;1227;35;12,44;25,75;-8,95;77;"Rumanía";50,65;65;42;7;14;2;0;1;0;1;550;3;0;4;5;0;1;1;1;0;0;0;11;"Alfalfa ";4;"-";0;1689;"Olivar aceituna de aceite ";312;"Almendro";1205;44;21;3;0;68;679;1;25;3;17;12;0;0;0;0;"Sección G: 15 establecimientos";"Sección F: 14 establecimientos";"Sección C: 12 establecimientos";"Sección I: 10 establecimientos";"Sección H: 5 establecimientos";0;1;3116;1655;417;148;30;43;5;149;373;20;502;57;55;25;1304676,33;1408299,19;1004,37;990,37;986;1635;67;874;552;3549802,77;29762,03;349905,03;150047,52;7390,43;126;3;0
"Almería";"04003";"Adra ";90,1;5;20;52049,66;"36.749179,-3.01776";24782;12506;12276;24621;161;22,71;13,04;11,34;3176;"Marruecos";38,04;620;644;264;164;72;1;3;1;2;8201;0;0;106;184;0;10;8;5;2;2;2;951;"Pimiento ";342;"-";0;720;"Mandarino ";20;"Almendro";677;793;462;57;30;1342;10148;6;531;21;375;247;2;2;188;170;"Sección G: 478 establecimientos";"Sección F: 202 establecimientos";"Sección I: 106 establecimientos";"Sección M: 106 establecimientos";"Sección H: 103 establecimientos";0;15;49240;25596;5039;2010;1588;1406;434;1823;2692;163;4352;1146;29;30;19247715,69;16986208,61;777,34;11945,29;17409;5334;1535;5444;8900;68603997,42;5954017,93;25343986,04;4123047,5;11688,21;1913;198;3
"Almería";"04004";"Albánchez ";35,1;470;5;27071,3;"37.287415,-2.18068";772;388;384;706;66;10,36;39,77;10,76;288;"Reino Unido";90,97;18;29;1;10;0;0;1;0;1;370;0;0;3;4;0;1;1;1;0;0;0;24;"Tomate ";4;"Cereales de invierno para forrajes";7;708;"Olivar aceituna de aceite ";40;"Almendro";488;22;12;5;0;39;387;1;8;1;11;8;0;1;0;16;"Sección G: 16 establecimientos";"Sección F: 5 establecimientos";"Sección B: 3 establecimientos";"Sección I: 3 establecimientos";"Sección C: 2 establecimientos";0;2;2205;1032;352;128;14;13;2;47;50;3;94;16;3;3;583921,88;734976,42;901,11;516,86;529;1095;100;411;228;1769812,41;45881,32;107727,44;85437,04;8810,78;50;4;0
"Almería";"04005";"Alboloduy ";69,7;384;2;47844,65;"37.032793,-2.62112";642;312;330;632;10;9,97;31,31;-15,97;14;"Rumanía";64,29;18;16;3;5;1;0;1;0;1;325;0;0;4;0;0;2;1;0;0;0;0;16;"Judía verde ";4;"-";0;709;"Olivar aceituna de aceite ";133;"Olivar aceituna de aceite ";192;15;6;4;0;25;290;0;2;0;10;7;0;0;0;0;"Sección G: 12 establecimientos";"Sección I: 4 establecimientos";"Sección E: 2 establecimientos";"Sección P: 2 establecimientos";"Sección C: 1 establecimientos";0;2;1109;615;232;59;22;31;1;79;115;1;193;13;18;16;572797,31;549792,77;888,06;386,63;774;1004;79;634;229;1438277,18;49209,62;181575,39;49423,83;7504,31;34;4;1
"Almería";"04006";"Albox ";168,4;425;6;61359,12;"37.387805,-2.14321";11715;6026;5689;8412;3303;18,39;18,95;9,69;3411;"Reino Unido";42,66;360;435;111;98;30;1;1;1;1;3996;0;0;51;129;0;6;4;2;2;2;2;94;"Otros cultivos industriales ";12;"Cereales de invierno para forrajes";17;5497;"Olivar aceituna de aceite ";217;"Almendro";4810;537;378;49;18;982;5978;5;412;19;186;141;1;1;27;26;"Sección G: 337 establecimientos";"Sección F: 107 establecimientos";"Sección H: 103 establecimientos";"Sección M: 83 establecimientos";"Sección I: 77 establecimientos";365018;8;59530;13849;3395;1446;501;554;177;1031;1411;198;2243;461;80;15;10649043,13;9107112,82;1023,06;6404,44;9064;4533;524;4179;4035;41914354,77;2773998,01;2518252,95;2301248,11;12269,6;1402;145;2
"Almería";"04007";"Alcolea ";67,5;751;3;47325,57;"36.972965,-2.96116";861;448;413;843;18;14,4;24,51;-14,67;11;"Rumanía";45,45;28;19;3;12;1;0;1;0;1;368;0;0;11;1;0;2;1;0;0;0;0;4;"Cebolla ";1;"-";0;486;"Almendro";9;"Almendro";434;19;15;3;0;37;366;1;4;6;7;4;0;0;0;0;"Sección G: 8 establecimientos";"Sección F: 7 establecimientos";"Sección I: 5 establecimientos";"Sección C: 4 establecimientos";"Sección H: 4 establecimientos";0;1;1666;823;253;86;32;44;1;148;167;5;310;3;33;22;1175025,52;1221816,74;1382,38;859,22;1080;685;315;608;325;2138139,19;44080,89;178612,94;101987,78;7577,91;57;2;0
"Almería";"04008";"Alcóntar ";93,9;963;6;59341,45;"37.336128,-2.59705";578;312;266;522;56;11,59;30,28;-11,08;39;"Rumanía";46,15;44;26;2;11;2;0;1;0;1;231;0;0;8;2;0;0;0;0;0;0;0;225;"Otras gramíneas ";3;"Cebada ";157;880;"Olivar aceituna de aceite ";9;"Almendro";848;30;11;3;0;44;331;1;13;1;6;5;0;1;0;22;"Sección G: 13 establecimientos";"Sección I: 8 establecimientos";"Sección C: 7 establecimientos";"Sección F: 4 establecimientos";"Sección L: 4 establecimientos";0;0;898;718;137;14;12;17;2;72;62;4;130;8;10;4;540261,64;486358,26;874,21;342,02;463;977;82;381;185;1367488,31;108942,58;"se";"se";9613,94;64;2;0
"Almería";"04009";"Alcudia de Monteagud ";15,7;1012;1;21674,38;"37.235566,-2.26625";140;73;67;140;0;7,86;29,29;-15,66;0;"-";"-";11;10;0;1;1;0;0;0;0;73;0;0;1;0;0;0;0;0;0;0;0;0;"-";0;"-";0;286;"Olivar aceituna de aceite ";11;"Almendro";228;2;0;1;0;3;87;0;0;0;0;0;0;0;0;0;"Sección G: 1 establecimientos";"Sección I: 1 establecimientos";"Sección Q: 1 establecimientos";"Sección B: 0 establecimientos";"Sección C: 0 establecimientos";0;0;199;105;18;0;2;3;0;30;80;3;107;3;2;0;331941,19;308321,13;2354,19;216,82;234;562;21;212;12;69380,15;0;"se";"se";5961,22;5;1;0
"Almería";"04010";"Alhabia ";16,4;288;1;18385,57;"36.989967,-2.58669";681;348;333;634;47;16,3;21,59;0,29;19;"Rumanía";57,89;28;13;5;11;1;0;1;0;1;275;0;0;0;2;0;1;1;1;0;0;0;6;"Judía verde ";3;"-";0;102;"Olivar aceituna de aceite ";48;"Olivar aceituna de aceite ";6;19;20;4;0;43;354;0;53;0;12;10;0;0;0;0;"Sección G: 11 establecimientos";"Sección H: 8 establecimientos";"Sección F: 7 establecimientos";"Sección I: 5 establecimientos";"Sección C: 4 establecimientos";0;1;2259;765;195;77;47;67;4;84;102;22;164;22;11;10;895955,98;814603,99;1335,25;572,86;434;440;44;348;243;1748301,71;74470,98;167358,12;66782,16;8464,66;74;2;2
"Almería";"04011";"Alhama de Almería ";26,2;518;2;25587,76;"36.957187,-2.56933";3753;1907;1846;3503;250;20,81;17,56;13,08;367;"Rumanía";53,95;132;121;37;44;12;0;1;1;0;1372;0;0;24;23;0;2;1;1;1;0;0;150;"Tomate ";103;"-";0;263;"Naranjo ";98;"Almendro";46;162;72;18;4;256;1735;1;68;1;56;41;1;1;160;7;"Sección G: 72 establecimientos";"Sección F: 39 establecimientos";"Sección C: 25 establecimientos";"Sección M: 19 establecimientos";"Sección S: 17 establecimientos";0;4;10709;4298;1140;507;232;271;36;355;381;55;672;84;11;5;2835479,71;2913122,18;743,25;2048,61;3256;1553;329;1548;1331;12560024,39;552524,24;1708461,91;469667,11;11488,11;379;41;1
"Almería";"04012";"Alicún ";5,9;421;1;14337,88;"36.966039,-2.60186";239;122;117;233;6;14,64;23,43;-3,24;2;"se";"se";10;6;1;4;;0;0;0;0;104;0;0;1;1;0;1;1;1;0;0;0;4;"Judía verde ";3;"-";0;63;"Naranjo ";26;"Almendro";9;3;2;3;0;8;105;1;7;1;4;3;0;0;0;0;"Sección G: 3 establecimientos";"Sección F: 1 establecimientos";"Sección H: 1 establecimientos";"Sección M: 1 establecimientos";"Sección P: 1 establecimientos";0;0;338;255;82;25;12;10;0;14;56;1;69;2;0;1;340003,04;306424,42;1393,46;215,49;162;268;23;135;69;844873,39;"se";"se";"se";13318,22;20;2;0
"Almería";"04013";"Almería ";296,2;21;17;126811,86;"36.842500,-2.45065";193351;94021;99330;186592;6759;22,12;14,75;8,82;19375;"Marruecos";42,21;5854;6705;2132;1418;586;6;5;12;6;69178;36;79;744;1268;11;129;58;33;19;14;12;2454;"Tomate ";2205;"-";0;66;"Olivar aceituna de aceite ";61;"Olivar aceituna de aceite ";3;7026;4934;891;362;13213;85483;257;1162;472;3377;2457;27;9;4722;261;"Sección G: 3.664 establecimientos";"Sección M: 2.156 establecimientos";"Sección F: 1.198 establecimientos";"Sección I: 1.010 establecimientos";"Sección Q: 791 establecimientos";1420284;155;549970;270783;49022;18091;13349;12950;3377;26941;28490;3530;51759;10767;57;98;200722377,72;157805026,2;1041,65;110974;158939;5567;3368;25661;80226;1220519643,17;59403636,85;48847875,44;67464903,28;17403,79;16325;3529;72
"Almería";"04014";"Almócita ";30,8;833;1;36312,37;"37.002352,-2.78954";167;82;85;167;0;7,19;30,54;1,21;6;"Ecuador";50;10;4;3;1;0;0;0;0;0;94;0;0;8;0;0;0;0;0;0;0;0;3;"Judía verde ";2;"-";0;183;"Olivar aceituna de aceite ";53;"Almendro";121;10;3;1;0;14;74;0;3;0;3;3;0;0;0;0;"Sección F: 3 establecimientos";"Sección G: 3 establecimientos";"Sección I: 2 establecimientos";"Sección C: 1 establecimientos";"Sección H: 1 establecimientos";0;0;295;213;52;14;7;10;2;18;27;0;45;1;1;2;357222,96;334168,52;2018,21;235;177;245;73;116;46;262617,49;"se";"se";"se";6946,28;11;1;0
"Almería";"04015";"Alsodux ";20,1;317;1;32078,94;"37.002335,-2.59441";131;72;59;89;42;6,11;30,53;10,08;4;"se";"se";16;5;0;6;;0;0;0;0;79;0;0;1;3;0;0;0;0;0;0;0;2;"Judía verde ";1;"-";0;75;"Olivar aceituna de aceite ";21;"Almendro";17;1;1;1;0;3;56;0;1;0;2;1;0;0;0;0;"Sección G: 1 establecimientos";"Sección I: 1 establecimientos";"Sección Q: 1 establecimientos";"Sección B: 0 establecimientos";"Sección C: 0 establecimientos";0;0;254;132;24;4;3;5;0;12;18;1;29;0;1;1;321884,6;315884,02;2160,3;222,14;144;316;32;111;22;147118,62;0;"se";"se";7599,87;5;0;0
"Almería";"04016";"Antas ";99,1;105;4;42363,48;"37.245001,-1.91810";3161;1583;1578;2359;802;20,88;17,81;1,93;581;"Marruecos";25,65;263;117;40;25;4;0;1;0;1;1176;0;0;20;19;0;2;1;1;0;0;0;481;"Lechuga ";131;"Cebada ";20;1172;"Naranjo ";488;"Almendro";40;228;155;35;14;432;1896;2;575;4;249;55;1;0;36;0;"Sección G: 170 establecimientos";"Sección F: 75 establecimientos";"Sección H: 40 establecimientos";"Sección C: 27 establecimientos";"Sección I: 26 establecimientos";0;3;19892;4483;1349;554;113;88;33;591;2462;161;2892;1237;17;4;3288049,25;2811345,22;1000,01;1977,04;2284;1787;482;1204;1221;10921548,34;230165,48;1111008,21;653390,77;10578,31;702;37;0
"Almería";"04017";"Arboleas ";66,1;281;29;46466,75;"37.351332,-2.07441";4698;2337;2361;4242;456;11,47;38,46;103,38;3124;"Reino Unido";88,09;152;223;19;30;4;0;1;0;1;2052;9;0;36;56;0;1;1;1;0;0;0;25;"Tomate ";4;"Cereales de invierno para forrajes";5;781;"Limonero ";74;"Almendro";380;93;75;13;0;181;2189;0;24;9;114;94;1;2;11;39;"Sección G: 48 establecimientos";"Sección F: 35 establecimientos";"Sección I: 21 establecimientos";"Sección C: 13 establecimientos";"Sección H: 12 establecimientos";0;2;14813;5561;601;194;78;107;23;212;296;33;468;159;24;4;3068360,18;3020519,15;598,59;2124,13;2077;1731;416;1629;1171;9275799,99;403677,79;376533,03;238923,71;8791,58;309;22;0
"Almería";"04018";"Armuña de Almanzora ";8;630;1;14976,19;"37.349157,-2.41086";332;167;165;313;19;13,55;27,11;7,1;9;"Reino Unido";44,44;12;14;1;4;1;0;1;0;1;146;0;0;4;1;0;1;1;1;0;0;0;28;"Pimiento ";11;"Cebada ";5;176;"Olivar aceituna de aceite ";130;"Olivar aceituna de aceite ";20;8;8;3;2;21;179;1;3;1;3;3;1;0;92;0;"Sección F: 4 establecimientos";"Sección G: 4 establecimientos";"Sección C: 3 establecimientos";"Sección I: 2 establecimientos";"Sección P: 2 establecimientos";0;0;206;0;130;54;15;15;2;132;73;43;159;47;3;2;488903,74;399669,57;1446,46;281,06;336;318;32;225;133;1241596,73;10755,73;94780,62;37423,95;10410,2;18;3;0
"Almería";"04019";"Bacares ";94,9;1191;1;39807,68;"37.260376,-2.45357";267;136;131;265;2;10,86;32,96;-9,8;2;"se";"se";8;8;2;4;2;0;1;0;1;105;0;0;0;0;0;0;0;0;0;0;0;14;"Patata media estación";2;"Cereales de invierno para forrajes";7;295;"-";0;"Almendro";295;9;4;2;0;15;127;1;0;1;3;3;1;0;45;0;"Sección F: 4 establecimientos";"Sección G: 4 establecimientos";"Sección I: 2 establecimientos";"Sección Q: 2 establecimientos";"Sección C: 1 establecimientos";0;0;526;285;56;0;11;8;0;73;34;2;104;1;9;3;738802,95;720179,73;2706,24;506,46;512;456;109;370;89;590917,45;"se";"se";"se";8217,82;26;0;0
"Almería";"04020";"Bayárcal ";38;1255;1;35017,66;"37.031059,-2.99643";340;184;156;330;10;9,12;24,12;11,48;10;"Rumanía";50;16;9;1;3;3;0;0;0;0;174;0;0;1;0;0;1;1;0;0;0;0;3;"Veza para forraje  ";1;"-";0;172;"Manzano";10;"Almendro";139;15;2;2;0;19;145;0;1;0;4;3;0;1;0;20;"Sección F: 8 establecimientos";"Sección I: 4 establecimientos";"Sección C: 2 establecimientos";"Sección G: 2 establecimientos";"Sección K: 1 establecimientos";0;1;460;266;43;0;5;16;1;70;41;0;111;3;7;8;471434,35;569703,65;1358,6;400,64;284;343;92;226;70;410418,85;40604,8;"se";"se";6975,26;27;1;0
"Almería";"04021";"Bayarque ";26,4;805;1;27321,27;"37.330579,-2.43578";216;109;107;214;2;12,04;31,02;-12,2;17;"Reino Unido";52,94;8;10;4;3;;0;0;0;0;108;0;0;1;0;0;0;0;0;0;0;0;4;"Patata media estación";2;"-";0;183;"Olivar aceituna de aceite ";39;"Almendro";135;4;3;1;0;8;127;1;0;1;1;0;0;0;0;0;"Sección F: 2 establecimientos";"Sección G: 2 establecimientos";"Sección D: 1 establecimientos";"Sección I: 1 establecimientos";"Sección M: 1 establecimientos";0;0;0;0;101;34;5;7;1;25;37;0;62;8;2;1;323663,87;301942,16;1498,44;212,34;249;293;26;197;76;922036,08;-8935,42;"se";"se";12676,22;3;5;0
"Almería";"04022";"Bédar ";46,7;389;8;33606,82;"37.190790,-1.98110";986;494;492;604;382;9,13;35,6;34,7;575;"Reino Unido";72,35;39;65;2;13;1;0;0;0;1;487;1;0;0;30;0;1;1;0;0;0;0;38;"Alfalfa ";5;"Cebada ";8;247;"Almendro";24;"Almendro";125;32;17;1;0;50;505;1;4;1;36;30;0;0;0;0;"Sección F: 11 establecimientos";"Sección G: 8 establecimientos";"Sección C: 5 establecimientos";"Sección I: 5 establecimientos";"Sección M: 4 establecimientos";0;1;2663;1849;310;112;26;24;13;28;67;5;90;13;2;0;1396357,95;977793,28;1254,59;687,62;902;1211;156;582;260;1844716;141647,4;120928,11;84746,54;8430,92;65;4;0
"Almería";"04023";"Beires ";38,8;930;1;37727,22;"37.011942,-2.79149";112;54;58;112;0;0,89;52,68;-7,44;0;"-";"-";2;0;0;3;1;0;0;0;0;56;0;0;6;0;0;0;0;0;0;0;0;2;"Patata media estación";1;"-";0;87;"Olivar aceituna de aceite ";43;"Almendro";10;3;0;1;0;4;73;0;0;0;2;2;0;0;0;0;"Sección C: 1 establecimientos";"Sección G: 1 establecimientos";"Sección M: 1 establecimientos";"Sección Q: 1 establecimientos";"Sección B: 0 establecimientos";0;0;194;135;30;2;2;3;0;20;29;2;47;0;2;3;300297,77;303259,81;2634,19;213,26;205;336;63;150;29;249644,23;"se";1186,12;"se";8909,52;2;0;0
"Almería";"04024";"Benahadux ";16,6;115;2;18993,01;"36.922230,-2.46415";4220;2090;2130;4028;192;24,72;10,76;38;281;"Rumanía";36,3;212;179;53;22;19;0;1;1;0;1496;0;0;2;17;0;3;1;1;0;0;0;28;"Tomate ";26;"-";0;149;"Naranjo ";117;"-";0;149;94;17;4;264;1910;3;53;3;56;40;0;0;0;0;"Sección G: 87 establecimientos";"Sección F: 36 establecimientos";"Sección C: 32 establecimientos";"Sección H: 25 establecimientos";"Sección I: 18 establecimientos";510155;2;10084;5452;1748;897;298;277;26;293;403;35;658;72;5;0;3176518,99;3207857,68;752,37;2255,88;3370;362;182;1380;1686;19817392,18;371277,12;682160,9;506211,32;12679,15;443;25;3
"Almería";"04026";"Benitagla ";6,5;945;1;13949,89;"37.231567,-2.23881";71;39;32;71;0;2,82;49,3;7,58;0;"-";"-";3;1;0;0;0;0;0;0;0;48;0;0;0;2;0;0;0;0;0;0;0;0;"-";0;"-";0;112;"Olivar aceituna de aceite ";8;"Almendro";97;0;0;1;0;1;21;0;0;0;0;0;0;0;0;0;"Sección Q: 1 establecimientos";"Sección B: 0 establecimientos";"Sección C: 0 establecimientos";"Sección D: 0 establecimientos";"Sección E: 0 establecimientos";0;0;116;41;5;0;0;1;0;15;10;0;25;0;0;0;231653,87;210898,16;3173,34;148,31;173;216;34;142;7;"se";0;"se";"se";7134,22;0;0;0
"Almería";"04027";"Benizalón ";32;927;2;32059,73;"37.212031,-2.24147";284;148;136;226;58;8,8;28,87;-5,96;35;"Reino Unido";62,86;12;13;2;0;1;0;0;0;0;143;0;0;3;3;0;0;0;0;0;0;0;4;"Tomate ";4;"-";0;453;"Olivar aceituna de aceite ";74;"Almendro";288;6;6;2;0;14;131;0;9;0;3;3;0;0;0;0;"Sección F: 5 establecimientos";"Sección H: 3 establecimientos";"Sección G: 2 establecimientos";"Sección Q: 2 establecimientos";"Sección I: 1 establecimientos";0;1;664;348;77;13;6;12;0;33;58;0;91;4;3;3;412425,71;409181,13;1467,71;287,75;215;718;20;194;66;394271,38;"se";"se";"se";6800,03;19;0;1
"Almería";"04028";"Bentarique ";11,3;327;1;28426,08;"36.987005,-2.61965";255;144;111;251;4;10,98;25,1;-8,27;3;"se";"se";5;6;2;5;1;0;1;0;0;126;0;0;8;0;0;0;0;0;0;0;0;8;"Judía verde ";3;"-";0;125;"Naranjo ";85;"Almendro";13;9;6;2;0;17;119;0;6;0;6;2;0;0;0;0;"Sección G: 6 establecimientos";"Sección F: 4 establecimientos";"Sección E: 1 establecimientos";"Sección H: 1 establecimientos";"Sección K: 1 establecimientos";0;1;820;339;54;14;12;23;0;40;66;0;106;9;15;7;397738,24;388834,91;1529,76;273,44;235;294;21;187;101;672782,25;29490,65;"se";"se";8252,32;23;1;0
"Almería";"04029";"Berja ";217,4;335;13;74927,57;"36.841694,-2.94538";15323;7752;7571;15069;254;22,47;13,7;10,05;2055;"Rumanía";44,82;726;482;148;122;45;1;2;1;1;5094;5;0;52;95;0;7;5;4;1;1;0;1140;"Pimiento ";509;"-";0;1125;"Almendro";141;"Almendro";773;453;261;32;19;765;6679;1;165;14;182;117;1;0;25;0;"Sección G: 264 establecimientos";"Sección F: 101 establecimientos";"Sección M: 68 establecimientos";"Sección H: 60 establecimientos";"Sección I: 56 establecimientos";401200;10;42217;18846;4388;1955;893;998;251;1670;2506;98;4078;1441;37;20;15138629,24;12776740,02;975,36;8985,05;10670;5276;1459;4941;5271;45408039,62;2975176,95;11101452,69;2060961,36;11676,27;1112;126;3
"Almería";"04030";"Canjáyar ";66,9;609;2;57960,05;"37.007173,-2.73751";1365;705;660;1312;53;13,04;30,7;-13,33;26;"Reino Unido";42,31;52;42;4;26;1;0;1;0;1;622;0;0;10;5;0;1;1;1;1;1;0;25;"Judía verde ";10;"-";0;470;"Olivar aceituna de aceite ";145;"Almendro";189;46;16;5;1;68;594;1;11;1;21;10;0;2;0;32;"Sección G: 26 establecimientos";"Sección F: 10 establecimientos";"Sección C: 8 establecimientos";"Sección I: 6 establecimientos";"Sección S: 4 establecimientos";0;2;2672;1352;517;185;49;101;3;135;157;22;270;5;51;37;1386092,83;1703172,92;986,54;1197,73;1233;1692;122;942;464;3274728,81;192357,13;349582,86;148515,7;8545,66;106;8;0
"Almería";"04031";"Cantoria ";79;382;14;49357,11;"37.352581,-2.19064";3617;1847;1770;3150;467;14,79;27,18;6,95;818;"Reino Unido";73,11;123;127;23;43;9;0;2;0;1;1664;0;0;20;29;0;2;1;1;1;0;0;23;"Patata media estación";4;"Cereales de invierno para forrajes";5;965;"Limonero ";242;"Olivar aceituna de aceite ";255;143;64;20;8;235;1870;2;106;2;68;52;0;0;0;0;"Sección G: 63 establecimientos";"Sección F: 42 establecimientos";"Sección C: 28 establecimientos";"Sección H: 24 establecimientos";"Sección I: 17 establecimientos";0;3;71964;3200;868;296;125;223;35;232;1038;156;1113;222;46;9;3803854,29;3445951,22;968,89;2423,31;2471;2351;297;1952;1076;10105805,94;464542,11;790361,91;361708,92;10894,44;352;27;0
"Almería";"04032";"Carboneras ";95,5;12;18;60297,49;"36.999136,-1.89486";7852;4048;3804;7648;204;21,69;12,84;10,59;975;"Marruecos";21,74;479;316;88;52;25;0;1;1;0;2909;0;0;4;58;1;4;3;1;1;1;0;148;"Lechuga ";105;"Avena ";2;99;"Olivar aceituna de aceite ";41;"Olivar aceituna de aceite ";24;306;212;30;10;558;3572;6;106;52;162;134;8;11;271;252;"Sección G: 144 establecimientos";"Sección F: 106 establecimientos";"Sección I: 67 establecimientos";"Sección H: 44 establecimientos";"Sección C: 32 establecimientos";28579153;9;153025;1450;3023;1448;365;426;120;514;2529;60;2983;236;7;0;9502808,03;9664426,28;1182,68;6796,36;8780;1197;811;2975;2991;42218610,74;1533563,79;1743449,83;1660877,82;15766,13;781;65;0
"Almería";"04033";"Castro de Filabres ";29,2;951;1;29595,85;"37.184511,-2.44009";134;65;69;131;3;2,99;33,58;-17,28;9;"Rumanía";100;14;4;0;3;;0;0;0;0;74;0;0;1;0;0;0;0;0;0;0;0;1;"Plantas ornamentales ";1;"-";0;177;"Olivar aceituna de aceite ";16;"Almendro";134;1;1;1;0;3;57;0;4;0;2;2;0;0;0;0;"Sección F: 1 establecimientos";"Sección H: 1 establecimientos";"Sección Q: 1 establecimientos";"Sección B: 0 establecimientos";"Sección C: 0 establecimientos";0;0;211;87;12;0;2;3;1;30;15;0;45;10;1;0;320132,18;246433,63;2163,06;173,3;222;262;45;180;13;"se";"se";"se";"se";6454,54;3;0;0
